owner/repo,ageRepoDays,stargazersCount,watchersCount,language,forksCount,openIssuesCount,subscribersCount,has_wiki,acceptanceRepo,followers,followers_D,followers_Boolean,following,ageUser,totalPullDeveloper,requester_experience,mergedPullUser,closedPullUser,rejectUser,acceptanceDeveloper,rate_acceptance_developer,first_Pull,watchRepo,location,idPull,numberPull,login,state,title,createdDate,mesAno,closedDate,mergedDate,lifetimeMinutes,life_time,closedBy,mergedBy,status,commitHeadSha,commitBaseSha,assignee,comments,comments_D,commitsPull,commitsPull_D,commitsbyFilesPull,authorMoreCommits,participants,additionsLines,deletionsLines,totalLines,total_lines_D,changedFiles,changedFiles_D,dirFinal,files,typeDeveloper,requesterFollowsCoreTeam,coreTeamFollowsRequester,requester_experience_project
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,20,5,4 to 6 followers,has followers,0,1687,5,little experience,1,4,80,20,25%,False,false,Ukraine,113912,31,Ramusik,closed,modify scale / Starfall / Dislodged Foreign Object,2011-04-10T05:55:47Z,42011,05/05/2011 18:34,05/05/2011 18:34,36758,Very Slow,Shocker,Shocker,merged,1c063696ace9c04bad3ad05df11dcaa472a997db,6a9fa42a6059c0cc0cb1cae03884705cd9c006e8,,0,no comments,5,many commits,10,Shauren,Ramusik|Shocker,33,20,53,many lines,7,many files,src/server/scripts/Commands|sql/base|sql/updates/world|src/server/game/Spells|sql/updates/world|sql/updates/world|src/server/scripts/Commands,src/server/scripts/Commands/cs_learn.cpp|sql/base/world_database.sql|sql/updates/world/dislodged Foreign Object.sql|src/server/game/Spells/SpellEffects.cpp|sql/updates/world/2011_03_21_2_world_command.sql|sql/updates/world/2011_03_21_3_world_spell_proc_event.sql|src/server/scripts/Commands/cs_modify.cpp,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,14,more than 10,has followers,0,2187,1,little experience,0,1,100,0,First_Pull,True,true,,137750,34,Elyotna,closed,Make HasAura and RemoveAurasDueToSpell difficulty-compliant for scripts,2011-05-06T00:42:35Z,52011,07/05/2011 01:57,,1515,Fast,johnholiver,,closed,f7111e6673e1ef5f1d5c665c8a91534b4c7a91e5,99959e8cd786a961fe392a01ade53618c0c44f0a,,0,no comments,2,some commits,8,Shocker,Elyotna|johnholiver,10,1,11,some lines,2,some files,src/server/game/Entities/Unit|src/server/game/Spells,src/server/game/Entities/Unit/Unit.cpp|src/server/game/Spells/SpellMgr.h,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,3,1 to 3 followers,has followers,0,1755,0,no experience,0,0,0,0,First_Pull,True,true,,139736,35,Lopin,closed,Two Ulduar SpellScripts,2011-05-08T11:50:52Z,52011,08/05/2011 15:49,08/05/2011 15:49,238,Very Fast,Supabad,Supabad,merged,86fdeac7829c46d16c42bb4265dd1fded43307ff,27c419a8fe8c234ccd2a8d078658e86c36d0a8fd,,0,no comments,3,some commits,5,Shauren,Lopin|Supabad,85,4,89,many lines,6,many files,sql/scripts|sql/updates/world|src/server/scripts/Northrend/Ulduar/ulduar|sql/updates/world|src/server/game/Spells|src/server/scripts/Northrend/Ulduar/ulduar,sql/scripts/world_scripts_full.sql|sql/updates/world/2011_05_08_01_spell_script_names.sql|src/server/scripts/Northrend/Ulduar/ulduar/boss_assembly_of_iron.cpp|sql/updates/world/2011_05_08_00_spell_script_names.sql|src/server/game/Spells/SpellMgr.cpp|src/server/scripts/Northrend/Ulduar/ulduar/boss_general_vezax.cpp,external,false,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,23,3,1 to 3 followers,has followers,0,1755,1,little experience,1,0,0,100,more than 75%,False,true,,140675,36,Lopin,closed,Some spell and core fixes (quest),2011-05-09T16:03:27Z,52011,11/05/2011 09:31,,2488,Fast,Shocker,,closed,d2e66c2c8ccfa67f97e61cd14847875c28f6d6e2,2703c6a38be44dd79b046648e4d3b6569aba50aa,,0,no comments,12,many commits,31,Shauren,Lopin|kaelima|Shocker,125,21,146,many lines,14,many files,src/server/game/Battlegrounds|src/server/game/Spells|src/server/game/Spells/Auras|src/server/game/Chat/Commands|src/server/game/Entities/Player|src/server/game/Spells/Auras|src/server/game/Entities/Unit|sql/updates/world|src/server/game/Quests|src/server/game/Quests|src/server/game/Server/Protocol/Handlers|sql/updates/world|src/server/game/Spells|sql/updates/world,src/server/game/Battlegrounds/Battleground.cpp|src/server/game/Spells/Spell.cpp|src/server/game/Spells/Auras/SpellAuras.cpp|src/server/game/Chat/Commands/Level1.cpp|src/server/game/Entities/Player/Player.cpp|src/server/game/Spells/Auras/SpellAuraEffects.cpp|src/server/game/Entities/Unit/Unit.cpp|sql/updates/world/2011_05_09_00_spell_proc_event.sql|src/server/game/Quests/QuestDef.cpp|src/server/game/Quests/QuestDef.h|src/server/game/Server/Protocol/Handlers/QuestHandler.cpp|sql/updates/world/2011_05_09_01_spell_bonus_data.sql|src/server/game/Spells/SpellEffects.cpp|sql/updates/world/2011_05_09_00_spell_bonus_data.sql,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,22,3,1 to 3 followers,has followers,0,1755,2,little experience,1,1,50,50,26% to 50%,False,true,,143039,37,Lopin,closed,Few fixes,2011-05-11T10:32:23Z,52011,11/05/2011 10:34,,2,Very Fast,Shauren,,closed,bf36f6065b8d63c6056e4c2c31b0c61ef16540c9,bd9581574fb3fd8fba4e89e311086a3034d31ee1,,0,no comments,13,many commits,60,Shocker,Lopin|Shauren,126,21,147,many lines,15,many files,sql/updates/world|src/server/game/Battlegrounds|src/server/game/Spells|src/server/game/Spells/Auras|src/server/game/Chat/Commands|src/server/game/Entities/Player|src/server/game/Spells/Auras|src/server/game/Entities/Unit|sql/updates/world|src/server/game/Quests|src/server/game/Quests|src/server/game/Server/Protocol/Handlers|sql/updates/world|src/server/game/Spells|sql/updates/world,sql/updates/world/2011_05_11_00_world_spell_proc_event.sql|src/server/game/Battlegrounds/Battleground.cpp|src/server/game/Spells/Spell.cpp|src/server/game/Spells/Auras/SpellAuras.cpp|src/server/game/Chat/Commands/Level1.cpp|src/server/game/Entities/Player/Player.cpp|src/server/game/Spells/Auras/SpellAuraEffects.cpp|src/server/game/Entities/Unit/Unit.cpp|sql/updates/world/2011_05_09_00_spell_proc_event.sql|src/server/game/Quests/QuestDef.cpp|src/server/game/Quests/QuestDef.h|src/server/game/Server/Protocol/Handlers/QuestHandler.cpp|sql/updates/world/2011_05_09_01_spell_bonus_data.sql|src/server/game/Spells/SpellEffects.cpp|sql/updates/world/2011_05_09_00_spell_bonus_data.sql,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,0,no followers,no followers,1,1722,0,no experience,0,0,0,0,First_Pull,True,false,Romania,144281,39,MindBreakerVictor,closed,Scripts/IcecrownCitadel: Hack Valithria Dreamwalker EncounterState until ,2011-05-12T07:36:50Z,52011,12/05/2011 07:48,,11,Very Fast,Shauren,,closed,67a1913d5a968094d05f86e4c93557f38eef42ae,5a57b2e7e6b3802188b5bcb57d7ae0aa16476c02,,0,no comments,1,1 commit,2,Shauren,MindBreakerVictor|Shauren,1,0,1,1 line,1,1 file,src/server/scripts/Northrend/IcecrownCitadel,src/server/scripts/Northrend/IcecrownCitadel/instance_icecrown_citadel.cpp,external,true,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,5,4 to 6 followers,has followers,0,1687,6,Regular,2,4,66,33,26% to 50%,False,false,Ukraine,144721,40,Ramusik,closed,Cleanup and improve Doom Lord Kazzak script,2011-05-12T15:19:52Z,52011,12/05/2011 21:39,12/05/2011 21:39,379,Very Fast,kaelima,kaelima,merged,aa1895277421c5e7e6f3e28def4b5e4b792dcff6,029425d6fb2661df96456f125722aa4655387910,,0,no comments,1,1 commit,3,,Ramusik|kaelima,140,136,276,many lines,3,some files,sql/scripts|sql/updates/world|src/server/scripts/Outland,sql/scripts/world_script_texts.sql|sql/updates/world/2011_05_12_09_world_creature_text.sql|src/server/scripts/Outland/boss_doomlord_kazzak.cpp,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,23,0,no followers,no followers,0,1634,0,no experience,0,0,0,0,First_Pull,True,true,,146030,41,Pihtt,closed,FIX Onyxia trinkets,2011-05-13T14:03:45Z,52011,17/05/2011 12:48,,5684,Medium,tobmaps,,closed,4ac280ad5223ff47c9bacf631e77cd2fbb7edf82,12fec6936173b4c62330dc04df5bb68a5706d655,,0,no comments,5,many commits,77,tobmaps,Pihtt|click|tobmaps,22,0,22,many lines,2,some files,sql/base|src/server/game/Entities/Unit,sql/base/world_database.sql|src/server/game/Entities/Unit/Unit.cpp,core,false,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,22,5,4 to 6 followers,has followers,0,1687,7,Regular,3,4,57,42,26% to 50%,False,false,Ukraine,146512,42,Ramusik,closed,Cleanup and improve Fel Reaver script,2011-05-13T20:00:43Z,52011,13/05/2011 20:44,,43,Very Fast,click,,closed,966710f0ae4dc3c98c5f052186dbe3b003e6ee08,39cd19f64921baa2b77890c4257ab95a893e1bcd,,0,no comments,2,some commits,6,Ramusik,Ramusik|click,132,140,272,many lines,3,some files,src/server/scripts/Outland|sql/scripts|sql/updates/world,src/server/scripts/Outland/boss_doomwalker.cpp|sql/scripts/world_script_texts.sql|sql/updates/world/2011_05_13_04_world_creature_text.sql,external,false,false,many contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,0,no followers,no followers,0,1618,0,no experience,0,0,0,0,First_Pull,True,true,,160201,1698,wonopon,closed,Edited src/server/scripts/Spells/spell_item.cpp via GitHub,2011-05-26T02:28:23Z,52011,26/05/2011 06:25,,237,Very Fast,Shauren,,closed,ab87203708c47777e6a94d5f25443098aa64a134,fc84253f7d49e355418100096343734a4177f804,,0,no comments,1,1 commit,1,QAston,wonopon|Shauren,10,10,20,some lines,1,1 file,src/server/scripts/Spells,src/server/scripts/Spells/spell_item.cpp,external,false,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,20,5,4 to 6 followers,has followers,0,1687,8,Regular,3,5,62,37,26% to 50%,False,false,Ukraine,164792,1757,Ramusik,closed,Some improvements,2011-05-30T20:29:11Z,52011,18/08/2011 10:26,18/08/2011 10:26,114597,Very Slow,Lopin,Lopin,merged,dc3a3772ba140d92771225c0fade59349fd48670,2233018f5207decf5068b356e0d2cabf2fa731d0,,0,no comments,3,some commits,19,Warpten,Ramusik|click|Lopin,227,14,241,many lines,3,some files,src/server/game/Entities/Unit|src/server/game/Spells/Auras|src/server/game/Spells,src/server/game/Entities/Unit/Unit.cpp|src/server/game/Spells/Auras/SpellAuraEffects.cpp|src/server/game/Spells/SpellInfo.cpp,external,false,false,many contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,22,0,no followers,no followers,1,1722,1,little experience,0,1,100,0,First_Pull,True,false,Romania,171466,1827,MindBreakerVictor,closed,Scripts/RubySanctum: Changed the way to remove FlameWalls after Baltharus,2011-06-05T07:32:53Z,62011,06/06/2011 13:25,,1792,Fast,kaelima,,closed,530090709d03bcb27cc6ec140f533574995c04b3,bdc75eb856cd07f11caafcc9eb533d76f7d7e3a8,,0,no comments,1,1 commit,3,,MindBreakerVictor|kaelima,10,21,31,many lines,1,1 file,src/server/scripts/Northrend/ChamberOfAspects/RubySanctum,src/server/scripts/Northrend/ChamberOfAspects/RubySanctum/instance_ruby_sanctum.cpp,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,22,0,no followers,no followers,0,1618,1,little experience,0,1,100,0,First_Pull,True,true,,171975,1850,wonopon,closed,it fixes the text he says.,2011-06-06T02:39:20Z,62011,28/06/2011 15:21,,32441,Very Slow,Machiavell1,,closed,bcb48dee04379851b2faa142ccf3a7f83979075d,142943d4c148580b686b6afaa989838daba50c95,,0,no comments,1,1 commit,0,,wonopon|Discover--|Aokromes|Machiavell1,1,1,2,some lines,1,1 file,sql/scripts,sql/scripts/world_script_texts.sql,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,0,no followers,no followers,1,1722,2,little experience,0,2,100,0,First_Pull,True,false,Romania,172023,1851,MindBreakerVictor,closed,Scripts/RubySanctum:Removed hack from Zarithrian GetPosition,2011-06-06T04:20:52Z,62011,06/06/2011 11:53,,452,Very Fast,kaelima,,closed,170d711f39a01f6b40847511d7d44c5b19ac3714,a1ed5628aa91288aa718b2effaa879c9bfa8ea27,,0,no comments,1,1 commit,2,,MindBreakerVictor|Shocker|Shauren|kaelima,4,1,5,some lines,1,1 file,src/server/scripts/Northrend/ChamberOfAspects/RubySanctum,src/server/scripts/Northrend/ChamberOfAspects/RubySanctum/boss_general_zarithrian.cpp,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,21,8,7 to 10 followers,has followers,2,1610,0,no experience,0,0,0,0,First_Pull,True,true,,177059,1918,Pesthuf,closed, Fix spelltargets with TARGET_DEST_CASTER_RIGHT and TARGET_DEST_CASTER_LEFT,2011-06-09T15:00:18Z,62011,09/06/2011 17:18,09/06/2011 17:18,137,Very Fast,tobmaps,tobmaps,merged,c59dd936815e41d0c1d774e5658ff6d0836ce20a,cdb296d6d7569c3833e129f41444c01a4a14cb98,,0,no comments,1,1 commit,6,QAston,Pesthuf|tobmaps|Warpten,2,2,4,some lines,1,1 file,src/server/game/Spells,src/server/game/Spells/Spell.cpp,external,true,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,22,11,more than 10,has followers,0,1754,0,no experience,0,0,0,0,First_Pull,True,true,,178055,1921,zwerg,closed,problem with Unit::ApplySpellImmune,2011-06-10T06:32:03Z,62011,11/06/2011 11:19,11/06/2011 11:19,1727,Fast,QAston,QAston,merged,94397e5b2e2598c6274a4fc35af14ab328bcc890,3a5e3e71a4d10ddbe225abe1404e0c88654f59dc,,0,no comments,1,1 commit,8,QAston,zwerg|3kids|QAston,1,2,3,some lines,1,1 file,src/server/game/Entities/Unit,src/server/game/Entities/Unit/Unit.cpp,external,false,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,24,1,1 to 3 followers,has followers,1,1600,0,no experience,0,0,0,0,First_Pull,True,true,,181145,1979,chocochaos,closed,.go xyz with orientation,2011-06-13T17:46:39Z,62011,21/08/2011 08:41,,98815,Very Slow,QAston,,closed,cdc41f8ade6c58b04ea96c7b6ad1dd1c07089ac9,142943d4c148580b686b6afaa989838daba50c95,,0,no comments,13,many commits,7,tobmaps,chocochaos|ZxBiohazardZx|Discover--|Machiavell1|QAston,32,58,90,many lines,2,some files,sql/base|src/server/scripts/Commands,sql/base/world_database.sql|src/server/scripts/Commands/cs_go.cpp,core,false,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,24,1,1 to 3 followers,has followers,0,2028,0,no experience,0,0,0,0,First_Pull,True,true,Ukraine  Kiev,184385,2007,Imprtat,closed,ðíheck quest conditions in effect QuestComplete,2011-06-15T17:58:01Z,62011,15/06/2011 18:16,15/06/2011 18:16,18,Very Fast,click,click,merged,beac21226c2fbfffaec1d19fc7bef83166e18753,e854fd34d2e75cb7381af8922009622c22b3f16a,,0,no comments,1,1 commit,6,click,Imprtat|click,4,0,4,some lines,1,1 file,src/server/game/Spells,src/server/game/Spells/SpellEffects.cpp,external,false,false,no contribution
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,25,0,no followers,no followers,1,1722,3,little experience,0,3,100,0,First_Pull,True,false,Romania,188881,2054,MindBreakerVictor,closed,Scripts/IcecrownCitadel:         ,2011-06-19T11:12:20Z,62011,19/06/2011 12:42,,89,Very Fast,Shauren,,closed,7127e6dd15b5c800baada1dfedd44f2433746024,0f95cf7ffdaa14e785570e0c383a00868ee0b4e1,,0,no comments,1,1 commit,1,,MindBreakerVictor|Shauren,12,0,12,some lines,1,1 file,src/server/scripts/Northrend/IcecrownCitadel,src/server/scripts/Northrend/IcecrownCitadel/boss_valithria_dreamwalker.cpp,external,true,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,24,0,no followers,no followers,1,1722,4,little experience,0,4,100,0,First_Pull,True,false,Romania,191182,2086,MindBreakerVictor,closed,Scripts/Ulduar: typo in spell_pool_of_tar,2011-06-21T09:03:39Z,62011,25/06/2011 14:42,25/06/2011 14:42,6098,Medium,Shocker,Shocker,merged,2ef96fbbe01dfb8713de2af938c9d449ba06335d,aa55e2a417acf8f6b652988526046072ffde7ed4,,0,no comments,1,1 commit,2,,MindBreakerVictor|Shocker,6,7,13,some lines,1,1 file,src/server/scripts/Northrend/Ulduar/ulduar,src/server/scripts/Northrend/Ulduar/ulduar/boss_flame_leviathan.cpp,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,25,0,no followers,no followers,1,1722,5,little experience,1,4,80,20,25%,False,false,Romania,191183,2087,MindBreakerVictor,closed,DB:Fixed script name typo,2011-06-21T09:05:10Z,62011,25/06/2011 15:42,,6157,Medium,Shocker,,closed,eff3ae836575529d085765bd841434e532d30ef7,aa55e2a417acf8f6b652988526046072ffde7ed4,,0,no comments,1,1 commit,3,Lopin,MindBreakerVictor|Shocker,1,1,2,some lines,1,1 file,sql/scripts,sql/scripts/world_scripts_full.sql,external,false,false,some contributions
TrinityCore/TrinityCore,1766,2971,2971,C++,3141,1183,569,true,25,0,no followers,no followers,1,1722,6,Regular,1,5,83,16,25%,False,false,Romania,197679,2123,MindBreakerVictor,closed,SQL:typo in https://github.com/TrinityCore/TrinityCore/commit/66362cbc1de,2011-06-25T16:22:16Z,62011,25/06/2011 21:20,,298,Very Fast,DDuarte,,closed,d57eedabe38422dd9777786e8855bebd2a74d22a,956c5f0e5e6b580f998383e915a62bcbb422d3f9,,0,no comments,1,1 commit,2,,MindBreakerVictor|DDuarte|Shocker,1,1,2,some lines,1,1 file,sql/updates/world,sql/updates/world/2011_06_25_12_world_trinity_string.sql,external,false,false,some contributions
